participant,base_file_name,transition,score,file_name_001,file_name_002,file_name_003,file_name_004
01,01_CHAIR_MC_V1_tx3_channel_4.npy,CHAIR,,01_CHAIR_MC_V1_tx3_channel_4_001.npy,01_CHAIR_MC_V1_tx3_channel_4_002.npy,01_CHAIR_MC_V1_tx3_channel_4_003.npy,01_CHAIR_MC_V1_tx3_channel_4_004.npy
01,01_CHAIR_MC_V1_tx3_channel_5.npy,CHAIR,,01_CHAIR_MC_V1_tx3_channel_5_001.npy,01_CHAIR_MC_V1_tx3_channel_5_002.npy,01_CHAIR_MC_V1_tx3_channel_5_003.npy,01_CHAIR_MC_V1_tx3_channel_5_004.npy
01,01_CHAIR_MC_V1_tx3_channel_6.npy,CHAIR,,01_CHAIR_MC_V1_tx3_channel_6_001.npy,01_CHAIR_MC_V1_tx3_channel_6_002.npy,01_CHAIR_MC_V1_tx3_channel_6_003.npy,01_CHAIR_MC_V1_tx3_channel_6_004.npy
01,01_CHAIR_MC_V1_tx3_channel_7.npy,CHAIR,,01_CHAIR_MC_V1_tx3_channel_7_001.npy,01_CHAIR_MC_V1_tx3_channel_7_002.npy,01_CHAIR_MC_V1_tx3_channel_7_003.npy,01_CHAIR_MC_V1_tx3_channel_7_004.npy
01,01_CHAIR_MC_V1_tx3_channel_8.npy,CHAIR,,01_CHAIR_MC_V1_tx3_channel_8_001.npy,01_CHAIR_MC_V1_tx3_channel_8_002.npy,01_CHAIR_MC_V1_tx3_channel_8_003.npy,01_CHAIR_MC_V1_tx3_channel_8_004.npy
01,01_CRW2L_MC_V1_tx1_channel_1.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx1_channel_1_001.npy,01_CRW2L_MC_V1_tx1_channel_1_002.npy,01_CRW2L_MC_V1_tx1_channel_1_003.npy,01_CRW2L_MC_V1_tx1_channel_1_004.npy
01,01_CRW2L_MC_V1_tx1_channel_2.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx1_channel_2_001.npy,01_CRW2L_MC_V1_tx1_channel_2_002.npy,01_CRW2L_MC_V1_tx1_channel_2_003.npy,01_CRW2L_MC_V1_tx1_channel_2_004.npy
01,01_CRW2L_MC_V1_tx1_channel_3.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx1_channel_3_001.npy,01_CRW2L_MC_V1_tx1_channel_3_002.npy,01_CRW2L_MC_V1_tx1_channel_3_003.npy,01_CRW2L_MC_V1_tx1_channel_3_004.npy
01,01_CRW2L_MC_V1_tx1_channel_4.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx1_channel_4_001.npy,01_CRW2L_MC_V1_tx1_channel_4_002.npy,01_CRW2L_MC_V1_tx1_channel_4_003.npy,01_CRW2L_MC_V1_tx1_channel_4_004.npy
01,01_CRW2L_MC_V1_tx1_channel_5.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx1_channel_5_001.npy,01_CRW2L_MC_V1_tx1_channel_5_002.npy,01_CRW2L_MC_V1_tx1_channel_5_003.npy,01_CRW2L_MC_V1_tx1_channel_5_004.npy
01,01_CRW2L_MC_V1_tx1_channel_6.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx1_channel_6_001.npy,01_CRW2L_MC_V1_tx1_channel_6_002.npy,01_CRW2L_MC_V1_tx1_channel_6_003.npy,01_CRW2L_MC_V1_tx1_channel_6_004.npy
01,01_CRW2L_MC_V1_tx1_channel_7.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx1_channel_7_001.npy,01_CRW2L_MC_V1_tx1_channel_7_002.npy,01_CRW2L_MC_V1_tx1_channel_7_003.npy,01_CRW2L_MC_V1_tx1_channel_7_004.npy
01,01_CRW2L_MC_V1_tx1_channel_8.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx1_channel_8_001.npy,01_CRW2L_MC_V1_tx1_channel_8_002.npy,01_CRW2L_MC_V1_tx1_channel_8_003.npy,01_CRW2L_MC_V1_tx1_channel_8_004.npy
01,01_CRW2L_MC_V1_tx2_channel_1.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx2_channel_1_001.npy,01_CRW2L_MC_V1_tx2_channel_1_002.npy,01_CRW2L_MC_V1_tx2_channel_1_003.npy,01_CRW2L_MC_V1_tx2_channel_1_004.npy
01,01_CRW2L_MC_V1_tx2_channel_2.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx2_channel_2_001.npy,01_CRW2L_MC_V1_tx2_channel_2_002.npy,01_CRW2L_MC_V1_tx2_channel_2_003.npy,01_CRW2L_MC_V1_tx2_channel_2_004.npy
01,01_CRW2L_MC_V1_tx2_channel_3.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx2_channel_3_001.npy,01_CRW2L_MC_V1_tx2_channel_3_002.npy,01_CRW2L_MC_V1_tx2_channel_3_003.npy,01_CRW2L_MC_V1_tx2_channel_3_004.npy
01,01_CRW2L_MC_V1_tx2_channel_4.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx2_channel_4_001.npy,01_CRW2L_MC_V1_tx2_channel_4_002.npy,01_CRW2L_MC_V1_tx2_channel_4_003.npy,01_CRW2L_MC_V1_tx2_channel_4_004.npy
01,01_CRW2L_MC_V1_tx2_channel_5.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx2_channel_5_001.npy,01_CRW2L_MC_V1_tx2_channel_5_002.npy,01_CRW2L_MC_V1_tx2_channel_5_003.npy,01_CRW2L_MC_V1_tx2_channel_5_004.npy
01,01_CRW2L_MC_V1_tx2_channel_6.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx2_channel_6_001.npy,01_CRW2L_MC_V1_tx2_channel_6_002.npy,01_CRW2L_MC_V1_tx2_channel_6_003.npy,01_CRW2L_MC_V1_tx2_channel_6_004.npy
01,01_CRW2L_MC_V1_tx2_channel_7.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx2_channel_7_001.npy,01_CRW2L_MC_V1_tx2_channel_7_002.npy,01_CRW2L_MC_V1_tx2_channel_7_003.npy,01_CRW2L_MC_V1_tx2_channel_7_004.npy
01,01_CRW2L_MC_V1_tx2_channel_8.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx2_channel_8_001.npy,01_CRW2L_MC_V1_tx2_channel_8_002.npy,01_CRW2L_MC_V1_tx2_channel_8_003.npy,01_CRW2L_MC_V1_tx2_channel_8_004.npy
01,01_CRW2L_MC_V1_tx3_channel_1.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx3_channel_1_001.npy,01_CRW2L_MC_V1_tx3_channel_1_002.npy,01_CRW2L_MC_V1_tx3_channel_1_003.npy,01_CRW2L_MC_V1_tx3_channel_1_004.npy
01,01_CRW2L_MC_V1_tx3_channel_2.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx3_channel_2_001.npy,01_CRW2L_MC_V1_tx3_channel_2_002.npy,01_CRW2L_MC_V1_tx3_channel_2_003.npy,01_CRW2L_MC_V1_tx3_channel_2_004.npy
01,01_CRW2L_MC_V1_tx3_channel_3.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx3_channel_3_001.npy,01_CRW2L_MC_V1_tx3_channel_3_002.npy,01_CRW2L_MC_V1_tx3_channel_3_003.npy,01_CRW2L_MC_V1_tx3_channel_3_004.npy
01,01_CRW2L_MC_V1_tx3_channel_4.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx3_channel_4_001.npy,01_CRW2L_MC_V1_tx3_channel_4_002.npy,01_CRW2L_MC_V1_tx3_channel_4_003.npy,01_CRW2L_MC_V1_tx3_channel_4_004.npy
01,01_CRW2L_MC_V1_tx3_channel_5.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx3_channel_5_001.npy,01_CRW2L_MC_V1_tx3_channel_5_002.npy,01_CRW2L_MC_V1_tx3_channel_5_003.npy,01_CRW2L_MC_V1_tx3_channel_5_004.npy
01,01_CRW2L_MC_V1_tx3_channel_6.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx3_channel_6_001.npy,01_CRW2L_MC_V1_tx3_channel_6_002.npy,01_CRW2L_MC_V1_tx3_channel_6_003.npy,01_CRW2L_MC_V1_tx3_channel_6_004.npy
01,01_CRW2L_MC_V1_tx3_channel_7.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx3_channel_7_001.npy,01_CRW2L_MC_V1_tx3_channel_7_002.npy,01_CRW2L_MC_V1_tx3_channel_7_003.npy,01_CRW2L_MC_V1_tx3_channel_7_004.npy
01,01_CRW2L_MC_V1_tx3_channel_8.npy,CRW2L,4.0,01_CRW2L_MC_V1_tx3_channel_8_001.npy,01_CRW2L_MC_V1_tx3_channel_8_002.npy,01_CRW2L_MC_V1_tx3_channel_8_003.npy,01_CRW2L_MC_V1_tx3_channel_8_004.npy
01,01_CRW2L_MC_V2_tx1_channel_1.npy,CRW2L,4.0,01_CRW2L_MC_V2_tx1_channel_1_001.npy,01_CRW2L_MC_V2_tx1_channel_1_002.npy,01_CRW2L_MC_V2_tx1_channel_1_003.npy,01_CRW2L_MC_V2_tx1_channel_1_004.npy
01,01_CRW2L_MC_V2_tx1_channel_2.npy,CRW2L,4.0,01_CRW2L_MC_V2_tx1_channel_2_001.npy,01_CRW2L_MC_V2_tx1_channel_2_002.npy,01_CRW2L_MC_V2_tx1_channel_2_003.npy,01_CRW2L_MC_V2_tx1_channel_2_004.npy
01,01_CRW2L_MC_V2_tx1_channel_3.npy,CRW2L,4.0,01_CRW2L_MC_V2_tx1_channel_3_001.npy,01_CRW2L_MC_V2_tx1_channel_3_002.npy,01_CRW2L_MC_V2_tx1_channel_3_003.npy,01_CRW2L_MC_V2_tx1_channel_3_004.npy
01,01_CRW2L_MC_V2_tx1_channel_4.npy,CRW2L,4.0,01_CRW2L_MC_V2_tx1_channel_4_001.npy,01_CRW2L_MC_V2_tx1_channel_4_002.npy,01_CRW2L_MC_V2_tx1_channel_4_003.npy,01_CRW2L_MC_V2_tx1_channel_4_004.npy
01,01_CRW2L_MC_V2_tx1_channel_5.npy,CRW2L,4.0,01_CRW2L_MC_V2_tx1_channel_5_001.npy,01_CRW2L_MC_V2_tx1_channel_5_002.npy,01_CRW2L_MC_V2_tx1_channel_5_003.npy,01_CRW2L_MC_V2_tx1_channel_5_004.npy
01,01_CRW2L_MC_V2_tx1_channel_6.npy,CRW2L,4.0,01_CRW2L_MC_V2_tx1_channel_6_001.npy,01_CRW2L_MC_V2_tx1_channel_6_002.npy,01_CRW2L_MC_V2_tx1_channel_6_003.npy,01_CRW2L_MC_V2_tx1_channel_6_004.npy
01,01_CRW2L_MC_V2_tx1_channel_7.npy,CRW2L,4.0,01_CRW2L_MC_V2_tx1_channel_7_001.npy,01_CRW2L_MC_V2_tx1_channel_7_002.npy,01_CRW2L_MC_V2_tx1_channel_7_003.npy,01_CRW2L_MC_V2_tx1_channel_7_004.npy
01,01_CRW2L_MC_V2_tx1_channel_8.npy,CRW2L,4.0,01_CRW2L_MC_V2_tx1_channel_8_001.npy,01_CRW2L_MC_V2_tx1_channel_8_002.npy,01_CRW2L_MC_V2_tx1_channel_8_003.npy,01_CRW2L_MC_V2_tx1_channel_8_004.npy
01,01_CRW2L_MC_V2_tx2_channel_1.npy,CRW2L,4.0,01_CRW2L_MC_V2_tx2_channel_1_001.npy,01_CRW2L_MC_V2_tx2_channel_1_002.npy,01_CRW2L_MC_V2_tx2_channel_1_003.npy,01_CRW2L_MC_V2_tx2_channel_1_004.npy
01,01_CRW2L_MC_V2_tx2_channel_2.npy,CRW2L,4.0,01_CRW2L_MC_V2_tx2_channel_2_001.npy,01_CRW2L_MC_V2_tx2_channel_2_002.npy,01_CRW2L_MC_V2_tx2_channel_2_003.npy,01_CRW2L_MC_V2_tx2_channel_2_004.npy
01,01_CRW2L_MC_V2_tx2_channel_3.npy,CRW2L,4.0,01_CRW2L_MC_V2_tx2_channel_3_001.npy,01_CRW2L_MC_V2_tx2_channel_3_002.npy,01_CRW2L_MC_V2_tx2_channel_3_003.npy,01_CRW2L_MC_V2_tx2_channel_3_004.npy
01,01_CRW2L_MC_V2_tx2_channel_4.npy,CRW2L,4.0,01_CRW2L_MC_V2_tx2_channel_4_001.npy,01_CRW2L_MC_V2_tx2_channel_4_002.npy,01_CRW2L_MC_V2_tx2_channel_4_003.npy,01_CRW2L_MC_V2_tx2_channel_4_004.npy
01,01_CRW2L_MC_V2_tx2_channel_5.npy,CRW2L,4.0,01_CRW2L_MC_V2_tx2_channel_5_001.npy,01_CRW2L_MC_V2_tx2_channel_5_002.npy,01_CRW2L_MC_V2_tx2_channel_5_003.npy,01_CRW2L_MC_V2_tx2_channel_5_004.npy
01,01_CRW2L_MC_V2_tx2_channel_6.npy,CRW2L,4.0,01_CRW2L_MC_V2_tx2_channel_6_001.npy,01_CRW2L_MC_V2_tx2_channel_6_002.npy,01_CRW2L_MC_V2_tx2_channel_6_003.npy,01_CRW2L_MC_V2_tx2_channel_6_004.npy
01,01_CRW2L_MC_V2_tx2_channel_7.npy,CRW2L,4.0,01_CRW2L_MC_V2_tx2_channel_7_001.npy,01_CRW2L_MC_V2_tx2_channel_7_002.npy,01_CRW2L_MC_V2_tx2_channel_7_003.npy,01_CRW2L_MC_V2_tx2_channel_7_004.npy
01,01_CRW2L_MC_V2_tx2_channel_8.npy,CRW2L,4.0,01_CRW2L_MC_V2_tx2_channel_8_001.npy,01_CRW2L_MC_V2_tx2_channel_8_002.npy,01_CRW2L_MC_V2_tx2_channel_8_003.npy,01_CRW2L_MC_V2_tx2_channel_8_004.npy
01,01_CRW2L_MC_V2_tx3_channel_1.npy,CRW2L,3.0,01_CRW2L_MC_V2_tx3_channel_1_001.npy,01_CRW2L_MC_V2_tx3_channel_1_002.npy,01_CRW2L_MC_V2_tx3_channel_1_003.npy,01_CRW2L_MC_V2_tx3_channel_1_004.npy
01,01_CRW2L_MC_V2_tx3_channel_2.npy,CRW2L,3.0,01_CRW2L_MC_V2_tx3_channel_2_001.npy,01_CRW2L_MC_V2_tx3_channel_2_002.npy,01_CRW2L_MC_V2_tx3_channel_2_003.npy,01_CRW2L_MC_V2_tx3_channel_2_004.npy
01,01_CRW2L_MC_V2_tx3_channel_3.npy,CRW2L,3.0,01_CRW2L_MC_V2_tx3_channel_3_001.npy,01_CRW2L_MC_V2_tx3_channel_3_002.npy,01_CRW2L_MC_V2_tx3_channel_3_003.npy,01_CRW2L_MC_V2_tx3_channel_3_004.npy
01,01_CRW2L_MC_V2_tx3_channel_4.npy,CRW2L,3.0,01_CRW2L_MC_V2_tx3_channel_4_001.npy,01_CRW2L_MC_V2_tx3_channel_4_002.npy,01_CRW2L_MC_V2_tx3_channel_4_003.npy,01_CRW2L_MC_V2_tx3_channel_4_004.npy
01,01_CRW2L_MC_V2_tx3_channel_5.npy,CRW2L,3.0,01_CRW2L_MC_V2_tx3_channel_5_001.npy,01_CRW2L_MC_V2_tx3_channel_5_002.npy,01_CRW2L_MC_V2_tx3_channel_5_003.npy,01_CRW2L_MC_V2_tx3_channel_5_004.npy
01,01_CRW2L_MC_V2_tx3_channel_6.npy,CRW2L,3.0,01_CRW2L_MC_V2_tx3_channel_6_001.npy,01_CRW2L_MC_V2_tx3_channel_6_002.npy,01_CRW2L_MC_V2_tx3_channel_6_003.npy,01_CRW2L_MC_V2_tx3_channel_6_004.npy
01,01_CRW2L_MC_V2_tx3_channel_7.npy,CRW2L,3.0,01_CRW2L_MC_V2_tx3_channel_7_001.npy,01_CRW2L_MC_V2_tx3_channel_7_002.npy,01_CRW2L_MC_V2_tx3_channel_7_003.npy,01_CRW2L_MC_V2_tx3_channel_7_004.npy
01,01_CRW2L_MC_V2_tx3_channel_8.npy,CRW2L,3.0,01_CRW2L_MC_V2_tx3_channel_8_001.npy,01_CRW2L_MC_V2_tx3_channel_8_002.npy,01_CRW2L_MC_V2_tx3_channel_8_003.npy,01_CRW2L_MC_V2_tx3_channel_8_004.npy
01,01_CRW2L_MC_V3_tx1_channel_1.npy,CRW2L,3.0,01_CRW2L_MC_V3_tx1_channel_1_001.npy,01_CRW2L_MC_V3_tx1_channel_1_002.npy,01_CRW2L_MC_V3_tx1_channel_1_003.npy,01_CRW2L_MC_V3_tx1_channel_1_004.npy
01,01_CRW2L_MC_V3_tx1_channel_2.npy,CRW2L,3.0,01_CRW2L_MC_V3_tx1_channel_2_001.npy,01_CRW2L_MC_V3_tx1_channel_2_002.npy,01_CRW2L_MC_V3_tx1_channel_2_003.npy,01_CRW2L_MC_V3_tx1_channel_2_004.npy
01,01_CRW2L_MC_V3_tx1_channel_3.npy,CRW2L,3.0,01_CRW2L_MC_V3_tx1_channel_3_001.npy,01_CRW2L_MC_V3_tx1_channel_3_002.npy,01_CRW2L_MC_V3_tx1_channel_3_003.npy,01_CRW2L_MC_V3_tx1_channel_3_004.npy
01,01_CRW2L_MC_V3_tx1_channel_4.npy,CRW2L,3.0,01_CRW2L_MC_V3_tx1_channel_4_001.npy,01_CRW2L_MC_V3_tx1_channel_4_002.npy,01_CRW2L_MC_V3_tx1_channel_4_003.npy,01_CRW2L_MC_V3_tx1_channel_4_004.npy
01,01_CRW2L_MC_V3_tx1_channel_5.npy,CRW2L,3.0,01_CRW2L_MC_V3_tx1_channel_5_001.npy,01_CRW2L_MC_V3_tx1_channel_5_002.npy,01_CRW2L_MC_V3_tx1_channel_5_003.npy,01_CRW2L_MC_V3_tx1_channel_5_004.npy
01,01_CRW2L_MC_V3_tx1_channel_6.npy,CRW2L,3.0,01_CRW2L_MC_V3_tx1_channel_6_001.npy,01_CRW2L_MC_V3_tx1_channel_6_002.npy,01_CRW2L_MC_V3_tx1_channel_6_003.npy,01_CRW2L_MC_V3_tx1_channel_6_004.npy
01,01_CRW2L_MC_V3_tx1_channel_7.npy,CRW2L,3.0,01_CRW2L_MC_V3_tx1_channel_7_001.npy,01_CRW2L_MC_V3_tx1_channel_7_002.npy,01_CRW2L_MC_V3_tx1_channel_7_003.npy,01_CRW2L_MC_V3_tx1_channel_7_004.npy
01,01_CRW2L_MC_V3_tx1_channel_8.npy,CRW2L,3.0,01_CRW2L_MC_V3_tx1_channel_8_001.npy,01_CRW2L_MC_V3_tx1_channel_8_002.npy,01_CRW2L_MC_V3_tx1_channel_8_003.npy,01_CRW2L_MC_V3_tx1_channel_8_004.npy
01,01_CRW2L_MC_V3_tx2_channel_1.npy,CRW2L,4.0,01_CRW2L_MC_V3_tx2_channel_1_001.npy,01_CRW2L_MC_V3_tx2_channel_1_002.npy,01_CRW2L_MC_V3_tx2_channel_1_003.npy,01_CRW2L_MC_V3_tx2_channel_1_004.npy
01,01_CRW2L_MC_V3_tx2_channel_2.npy,CRW2L,4.0,01_CRW2L_MC_V3_tx2_channel_2_001.npy,01_CRW2L_MC_V3_tx2_channel_2_002.npy,01_CRW2L_MC_V3_tx2_channel_2_003.npy,01_CRW2L_MC_V3_tx2_channel_2_004.npy
01,01_CRW2L_MC_V3_tx2_channel_3.npy,CRW2L,4.0,01_CRW2L_MC_V3_tx2_channel_3_001.npy,01_CRW2L_MC_V3_tx2_channel_3_002.npy,01_CRW2L_MC_V3_tx2_channel_3_003.npy,01_CRW2L_MC_V3_tx2_channel_3_004.npy
01,01_CRW2L_MC_V3_tx2_channel_4.npy,CRW2L,4.0,01_CRW2L_MC_V3_tx2_channel_4_001.npy,01_CRW2L_MC_V3_tx2_channel_4_002.npy,01_CRW2L_MC_V3_tx2_channel_4_003.npy,01_CRW2L_MC_V3_tx2_channel_4_004.npy
01,01_CRW2L_MC_V3_tx2_channel_5.npy,CRW2L,4.0,01_CRW2L_MC_V3_tx2_channel_5_001.npy,01_CRW2L_MC_V3_tx2_channel_5_002.npy,01_CRW2L_MC_V3_tx2_channel_5_003.npy,01_CRW2L_MC_V3_tx2_channel_5_004.npy
01,01_CRW2L_MC_V3_tx2_channel_6.npy,CRW2L,4.0,01_CRW2L_MC_V3_tx2_channel_6_001.npy,01_CRW2L_MC_V3_tx2_channel_6_002.npy,01_CRW2L_MC_V3_tx2_channel_6_003.npy,01_CRW2L_MC_V3_tx2_channel_6_004.npy
01,01_CRW2L_MC_V3_tx2_channel_7.npy,CRW2L,4.0,01_CRW2L_MC_V3_tx2_channel_7_001.npy,01_CRW2L_MC_V3_tx2_channel_7_002.npy,01_CRW2L_MC_V3_tx2_channel_7_003.npy,01_CRW2L_MC_V3_tx2_channel_7_004.npy
01,01_CRW2L_MC_V3_tx2_channel_8.npy,CRW2L,4.0,01_CRW2L_MC_V3_tx2_channel_8_001.npy,01_CRW2L_MC_V3_tx2_channel_8_002.npy,01_CRW2L_MC_V3_tx2_channel_8_003.npy,01_CRW2L_MC_V3_tx2_channel_8_004.npy
01,01_CRW2L_MC_V3_tx3_channel_1.npy,CRW2L,3.0,01_CRW2L_MC_V3_tx3_channel_1_001.npy,01_CRW2L_MC_V3_tx3_channel_1_002.npy,01_CRW2L_MC_V3_tx3_channel_1_003.npy,01_CRW2L_MC_V3_tx3_channel_1_004.npy
01,01_CRW2L_MC_V3_tx3_channel_2.npy,CRW2L,3.0,01_CRW2L_MC_V3_tx3_channel_2_001.npy,01_CRW2L_MC_V3_tx3_channel_2_002.npy,01_CRW2L_MC_V3_tx3_channel_2_003.npy,01_CRW2L_MC_V3_tx3_channel_2_004.npy
01,01_CRW2L_MC_V3_tx3_channel_3.npy,CRW2L,3.0,01_CRW2L_MC_V3_tx3_channel_3_001.npy,01_CRW2L_MC_V3_tx3_channel_3_002.npy,01_CRW2L_MC_V3_tx3_channel_3_003.npy,01_CRW2L_MC_V3_tx3_channel_3_004.npy
01,01_CRW2L_MC_V3_tx3_channel_4.npy,CRW2L,3.0,01_CRW2L_MC_V3_tx3_channel_4_001.npy,01_CRW2L_MC_V3_tx3_channel_4_002.npy,01_CRW2L_MC_V3_tx3_channel_4_003.npy,01_CRW2L_MC_V3_tx3_channel_4_004.npy
01,01_CRW2L_MC_V3_tx3_channel_5.npy,CRW2L,3.0,01_CRW2L_MC_V3_tx3_channel_5_001.npy,01_CRW2L_MC_V3_tx3_channel_5_002.npy,01_CRW2L_MC_V3_tx3_channel_5_003.npy,01_CRW2L_MC_V3_tx3_channel_5_004.npy
