file_name,transition,score
15_CHAIR_RR_V1_channel_1_tx2.mat,CHAIR,
15_CHAIR_RR_V1_channel_1_tx3.mat,CHAIR,
15_CHAIR_RR_V1_channel_2_tx1.mat,CHAIR,
15_CHAIR_RR_V1_channel_2_tx2.mat,CHAIR,
15_CHAIR_RR_V1_channel_2_tx3.mat,CHAIR,
15_CHAIR_RR_V1_channel_3_tx1.mat,CHAIR,
15_CHAIR_RR_V1_channel_3_tx2.mat,CHAIR,
15_CHAIR_RR_V1_channel_3_tx3.mat,CHAIR,
15_CHAIR_RR_V1_channel_4_tx1.mat,CHAIR,
15_CHAIR_RR_V1_channel_4_tx2.mat,CHAIR,
15_CHAIR_RR_V1_channel_4_tx3.mat,CHAIR,
16_CHAIR_RR_V1_channel_1_tx1.mat,CHAIR,
16_CHAIR_RR_V1_channel_1_tx2.mat,CHAIR,
16_CHAIR_RR_V1_channel_1_tx3.mat,CHAIR,
16_CHAIR_RR_V1_channel_2_tx1.mat,CHAIR,
16_CHAIR_RR_V1_channel_2_tx2.mat,CHAIR,
16_CHAIR_RR_V1_channel_2_tx3.mat,CHAIR,
16_CHAIR_RR_V1_channel_3_tx1.mat,CHAIR,
16_CHAIR_RR_V1_channel_3_tx2.mat,CHAIR,
16_CHAIR_RR_V1_channel_3_tx3.mat,CHAIR,
16_CHAIR_RR_V1_channel_4_tx1.mat,CHAIR,
16_CHAIR_RR_V1_channel_4_tx2.mat,CHAIR,
16_CHAIR_RR_V1_channel_4_tx3.mat,CHAIR,
18_CHAIR_RR_V1_channel_1_tx1.mat,CHAIR,
18_CHAIR_RR_V1_channel_1_tx2.mat,CHAIR,
18_CHAIR_RR_V1_channel_1_tx3.mat,CHAIR,
18_CHAIR_RR_V1_channel_2_tx1.mat,CHAIR,
18_CHAIR_RR_V1_channel_2_tx2.mat,CHAIR,
18_CHAIR_RR_V1_channel_2_tx3.mat,CHAIR,
18_CHAIR_RR_V1_channel_3_tx1.mat,CHAIR,
18_CHAIR_RR_V1_channel_3_tx2.mat,CHAIR,
18_CHAIR_RR_V1_channel_3_tx3.mat,CHAIR,
18_CHAIR_RR_V1_channel_4_tx1.mat,CHAIR,
18_CHAIR_RR_V1_channel_4_tx2.mat,CHAIR,
18_CHAIR_RR_V1_channel_4_tx3.mat,CHAIR,
22_CHAIR_RR_V1_channel_1_tx1.mat,CHAIR,
22_CHAIR_RR_V1_channel_1_tx2.mat,CHAIR,
22_CHAIR_RR_V1_channel_1_tx3.mat,CHAIR,
22_CHAIR_RR_V1_channel_2_tx1.mat,CHAIR,
22_CHAIR_RR_V1_channel_2_tx2.mat,CHAIR,
22_CHAIR_RR_V1_channel_2_tx3.mat,CHAIR,
22_CHAIR_RR_V1_channel_3_tx1.mat,CHAIR,
22_CHAIR_RR_V1_channel_3_tx2.mat,CHAIR,
22_CHAIR_RR_V1_channel_3_tx3.mat,CHAIR,
22_CHAIR_RR_V1_channel_4_tx1.mat,CHAIR,
22_CHAIR_RR_V1_channel_4_tx2.mat,CHAIR,
22_CHAIR_RR_V1_channel_4_tx3.mat,CHAIR,
24_CHAIR_RR_V1_channel_1_tx1.mat,CHAIR,
24_CHAIR_RR_V1_channel_1_tx2.mat,CHAIR,
24_CHAIR_RR_V1_channel_1_tx3.mat,CHAIR,
24_CHAIR_RR_V1_channel_2_tx1.mat,CHAIR,
24_CHAIR_RR_V1_channel_2_tx2.mat,CHAIR,
24_CHAIR_RR_V1_channel_2_tx3.mat,CHAIR,
24_CHAIR_RR_V1_channel_3_tx1.mat,CHAIR,
24_CHAIR_RR_V1_channel_3_tx2.mat,CHAIR,
24_CHAIR_RR_V1_channel_3_tx3.mat,CHAIR,
24_CHAIR_RR_V1_channel_4_tx1.mat,CHAIR,
24_CHAIR_RR_V1_channel_4_tx2.mat,CHAIR,
24_CHAIR_RR_V1_channel_4_tx3.mat,CHAIR,
01_CRW2L_RR_V1_channel_1_tx1.mat,CRW2L,4
01_CRW2L_RR_V1_channel_1_tx2.mat,CRW2L,4
01_CRW2L_RR_V1_channel_1_tx3.mat,CRW2L,4
01_CRW2L_RR_V1_channel_2_tx1.mat,CRW2L,4
01_CRW2L_RR_V1_channel_2_tx2.mat,CRW2L,4
01_CRW2L_RR_V1_channel_2_tx3.mat,CRW2L,4
01_CRW2L_RR_V1_channel_3_tx1.mat,CRW2L,4
01_CRW2L_RR_V1_channel_3_tx2.mat,CRW2L,4
01_CRW2L_RR_V1_channel_3_tx3.mat,CRW2L,4
01_CRW2L_RR_V1_channel_4_tx1.mat,CRW2L,4
01_CRW2L_RR_V1_channel_4_tx2.mat,CRW2L,4
01_CRW2L_RR_V1_channel_4_tx3.mat,CRW2L,4
01_CRW2L_RR_V2_channel_1_tx1.mat,CRW2L,4
01_CRW2L_RR_V2_channel_1_tx2.mat,CRW2L,4
01_CRW2L_RR_V2_channel_1_tx3.mat,CRW2L,3
01_CRW2L_RR_V2_channel_2_tx1.mat,CRW2L,4
01_CRW2L_RR_V2_channel_2_tx2.mat,CRW2L,4
01_CRW2L_RR_V2_channel_2_tx3.mat,CRW2L,3
01_CRW2L_RR_V2_channel_3_tx1.mat,CRW2L,4
01_CRW2L_RR_V2_channel_3_tx2.mat,CRW2L,4
01_CRW2L_RR_V2_channel_3_tx3.mat,CRW2L,3
01_CRW2L_RR_V2_channel_4_tx1.mat,CRW2L,4
01_CRW2L_RR_V2_channel_4_tx2.mat,CRW2L,4
01_CRW2L_RR_V2_channel_4_tx3.mat,CRW2L,3
01_CRW2L_RR_V3_channel_1_tx1.mat,CRW2L,3
01_CRW2L_RR_V3_channel_1_tx2.mat,CRW2L,4
01_CRW2L_RR_V3_channel_1_tx3.mat,CRW2L,3
01_CRW2L_RR_V3_channel_2_tx1.mat,CRW2L,3
01_CRW2L_RR_V3_channel_2_tx2.mat,CRW2L,4
01_CRW2L_RR_V3_channel_2_tx3.mat,CRW2L,3
01_CRW2L_RR_V3_channel_3_tx1.mat,CRW2L,3
01_CRW2L_RR_V3_channel_3_tx2.mat,CRW2L,4
01_CRW2L_RR_V3_channel_3_tx3.mat,CRW2L,3
01_CRW2L_RR_V3_channel_4_tx1.mat,CRW2L,3
01_CRW2L_RR_V3_channel_4_tx2.mat,CRW2L,4
01_CRW2L_RR_V3_channel_4_tx3.mat,CRW2L,3
02_CRW2L_RR_V1_channel_1_tx1.mat,CRW2L,3
02_CRW2L_RR_V1_channel_1_tx2.mat,CRW2L,3
02_CRW2L_RR_V1_channel_1_tx3.mat,CRW2L,3
02_CRW2L_RR_V1_channel_2_tx1.mat,CRW2L,3
02_CRW2L_RR_V1_channel_2_tx2.mat,CRW2L,3
02_CRW2L_RR_V1_channel_2_tx3.mat,CRW2L,3
02_CRW2L_RR_V1_channel_3_tx1.mat,CRW2L,3
02_CRW2L_RR_V1_channel_3_tx2.mat,CRW2L,3
02_CRW2L_RR_V1_channel_3_tx3.mat,CRW2L,3
02_CRW2L_RR_V1_channel_4_tx1.mat,CRW2L,3
02_CRW2L_RR_V1_channel_4_tx2.mat,CRW2L,3
02_CRW2L_RR_V1_channel_4_tx3.mat,CRW2L,3
02_CRW2L_RR_V2_channel_1_tx1.mat,CRW2L,3
02_CRW2L_RR_V2_channel_1_tx2.mat,CRW2L,2
02_CRW2L_RR_V2_channel_1_tx3.mat,CRW2L,3
02_CRW2L_RR_V2_channel_2_tx1.mat,CRW2L,3
02_CRW2L_RR_V2_channel_2_tx2.mat,CRW2L,2
02_CRW2L_RR_V2_channel_2_tx3.mat,CRW2L,3
02_CRW2L_RR_V2_channel_3_tx1.mat,CRW2L,3
02_CRW2L_RR_V2_channel_3_tx2.mat,CRW2L,2
02_CRW2L_RR_V2_channel_3_tx3.mat,CRW2L,3
02_CRW2L_RR_V2_channel_4_tx1.mat,CRW2L,3
02_CRW2L_RR_V2_channel_4_tx2.mat,CRW2L,2
02_CRW2L_RR_V2_channel_4_tx3.mat,CRW2L,3
02_CRW2L_RR_V3_channel_1_tx1.mat,CRW2L,3
02_CRW2L_RR_V3_channel_1_tx2.mat,CRW2L,3
02_CRW2L_RR_V3_channel_1_tx3.mat,CRW2L,3
02_CRW2L_RR_V3_channel_2_tx1.mat,CRW2L,3
02_CRW2L_RR_V3_channel_2_tx2.mat,CRW2L,3
02_CRW2L_RR_V3_channel_2_tx3.mat,CRW2L,3
02_CRW2L_RR_V3_channel_3_tx1.mat,CRW2L,3
02_CRW2L_RR_V3_channel_3_tx2.mat,CRW2L,3
02_CRW2L_RR_V3_channel_3_tx3.mat,CRW2L,3
02_CRW2L_RR_V3_channel_4_tx1.mat,CRW2L,3
02_CRW2L_RR_V3_channel_4_tx2.mat,CRW2L,3
02_CRW2L_RR_V3_channel_4_tx3.mat,CRW2L,3
03_CRW2L_RR_V1_channel_1_tx1.mat,CRW2L,2
03_CRW2L_RR_V1_channel_1_tx2.mat,CRW2L,1
03_CRW2L_RR_V1_channel_1_tx3.mat,CRW2L,2
03_CRW2L_RR_V1_channel_2_tx1.mat,CRW2L,2
03_CRW2L_RR_V1_channel_2_tx2.mat,CRW2L,1
03_CRW2L_RR_V1_channel_2_tx3.mat,CRW2L,2
03_CRW2L_RR_V1_channel_3_tx1.mat,CRW2L,2
03_CRW2L_RR_V1_channel_3_tx2.mat,CRW2L,1
03_CRW2L_RR_V1_channel_3_tx3.mat,CRW2L,2
03_CRW2L_RR_V1_channel_4_tx1.mat,CRW2L,2
03_CRW2L_RR_V1_channel_4_tx2.mat,CRW2L,1
03_CRW2L_RR_V1_channel_4_tx3.mat,CRW2L,2
03_CRW2L_RR_V2_channel_1_tx1.mat,CRW2L,1
03_CRW2L_RR_V2_channel_1_tx2.mat,CRW2L,2
03_CRW2L_RR_V2_channel_1_tx3.mat,CRW2L,2
03_CRW2L_RR_V2_channel_2_tx1.mat,CRW2L,1
03_CRW2L_RR_V2_channel_2_tx2.mat,CRW2L,2
03_CRW2L_RR_V2_channel_2_tx3.mat,CRW2L,2
03_CRW2L_RR_V2_channel_3_tx1.mat,CRW2L,1
03_CRW2L_RR_V2_channel_3_tx2.mat,CRW2L,2
03_CRW2L_RR_V2_channel_3_tx3.mat,CRW2L,2
03_CRW2L_RR_V2_channel_4_tx1.mat,CRW2L,1
03_CRW2L_RR_V2_channel_4_tx2.mat,CRW2L,2
03_CRW2L_RR_V2_channel_4_tx3.mat,CRW2L,2
03_CRW2L_RR_V3_channel_1_tx1.mat,CRW2L,3
03_CRW2L_RR_V3_channel_1_tx2.mat,CRW2L,3
03_CRW2L_RR_V3_channel_1_tx3.mat,CRW2L,2
03_CRW2L_RR_V3_channel_2_tx1.mat,CRW2L,3
03_CRW2L_RR_V3_channel_2_tx2.mat,CRW2L,3
03_CRW2L_RR_V3_channel_2_tx3.mat,CRW2L,2
03_CRW2L_RR_V3_channel_3_tx1.mat,CRW2L,3
03_CRW2L_RR_V3_channel_3_tx2.mat,CRW2L,3
03_CRW2L_RR_V3_channel_3_tx3.mat,CRW2L,2
03_CRW2L_RR_V3_channel_4_tx1.mat,CRW2L,3
03_CRW2L_RR_V3_channel_4_tx2.mat,CRW2L,3
03_CRW2L_RR_V3_channel_4_tx3.mat,CRW2L,2
04_CRW2L_RR_V1_channel_1_tx1.mat,CRW2L,4
04_CRW2L_RR_V1_channel_1_tx2.mat,CRW2L,4
04_CRW2L_RR_V1_channel_1_tx3.mat,CRW2L,2
04_CRW2L_RR_V1_channel_2_tx1.mat,CRW2L,4
04_CRW2L_RR_V1_channel_2_tx2.mat,CRW2L,4
04_CRW2L_RR_V1_channel_2_tx3.mat,CRW2L,2
04_CRW2L_RR_V1_channel_3_tx1.mat,CRW2L,4
04_CRW2L_RR_V1_channel_3_tx2.mat,CRW2L,4
04_CRW2L_RR_V1_channel_3_tx3.mat,CRW2L,2
04_CRW2L_RR_V1_channel_4_tx1.mat,CRW2L,4
04_CRW2L_RR_V1_channel_4_tx2.mat,CRW2L,4
04_CRW2L_RR_V1_channel_4_tx3.mat,CRW2L,2
04_CRW2L_RR_V2_channel_1_tx1.mat,CRW2L,4
04_CRW2L_RR_V2_channel_1_tx2.mat,CRW2L,4
04_CRW2L_RR_V2_channel_1_tx3.mat,CRW2L,4
04_CRW2L_RR_V2_channel_2_tx1.mat,CRW2L,4
04_CRW2L_RR_V2_channel_2_tx2.mat,CRW2L,4
04_CRW2L_RR_V2_channel_2_tx3.mat,CRW2L,4
04_CRW2L_RR_V2_channel_3_tx1.mat,CRW2L,4
04_CRW2L_RR_V2_channel_3_tx2.mat,CRW2L,4
04_CRW2L_RR_V2_channel_3_tx3.mat,CRW2L,4
04_CRW2L_RR_V2_channel_4_tx1.mat,CRW2L,4
04_CRW2L_RR_V2_channel_4_tx2.mat,CRW2L,4
04_CRW2L_RR_V2_channel_4_tx3.mat,CRW2L,4
04_CRW2L_RR_V3_channel_1_tx1.mat,CRW2L,4
04_CRW2L_RR_V3_channel_1_tx2.mat,CRW2L,4
04_CRW2L_RR_V3_channel_1_tx3.mat,CRW2L,4
04_CRW2L_RR_V3_channel_2_tx1.mat,CRW2L,4
04_CRW2L_RR_V3_channel_2_tx2.mat,CRW2L,4
04_CRW2L_RR_V3_channel_2_tx3.mat,CRW2L,4
04_CRW2L_RR_V3_channel_3_tx1.mat,CRW2L,4
04_CRW2L_RR_V3_channel_3_tx2.mat,CRW2L,4
04_CRW2L_RR_V3_channel_3_tx3.mat,CRW2L,4
04_CRW2L_RR_V3_channel_4_tx1.mat,CRW2L,4
04_CRW2L_RR_V3_channel_4_tx2.mat,CRW2L,4
04_CRW2L_RR_V3_channel_4_tx3.mat,CRW2L,4
05_CRW2L_RR_V1_channel_1_tx1.mat,CRW2L,2
05_CRW2L_RR_V1_channel_1_tx2.mat,CRW2L,2
05_CRW2L_RR_V1_channel_1_tx3.mat,CRW2L,2
05_CRW2L_RR_V1_channel_2_tx1.mat,CRW2L,2
05_CRW2L_RR_V1_channel_2_tx2.mat,CRW2L,2
05_CRW2L_RR_V1_channel_2_tx3.mat,CRW2L,2
05_CRW2L_RR_V1_channel_3_tx1.mat,CRW2L,2
05_CRW2L_RR_V1_channel_3_tx2.mat,CRW2L,2
05_CRW2L_RR_V1_channel_3_tx3.mat,CRW2L,2
05_CRW2L_RR_V1_channel_4_tx1.mat,CRW2L,2
05_CRW2L_RR_V1_channel_4_tx2.mat,CRW2L,2
05_CRW2L_RR_V1_channel_4_tx3.mat,CRW2L,2
05_CRW2L_RR_V2_channel_1_tx1.mat,CRW2L,2
05_CRW2L_RR_V2_channel_1_tx2.mat,CRW2L,2
05_CRW2L_RR_V2_channel_1_tx3.mat,CRW2L,2
05_CRW2L_RR_V2_channel_2_tx1.mat,CRW2L,2
05_CRW2L_RR_V2_channel_2_tx2.mat,CRW2L,2
05_CRW2L_RR_V2_channel_2_tx3.mat,CRW2L,2
05_CRW2L_RR_V2_channel_3_tx1.mat,CRW2L,2
05_CRW2L_RR_V2_channel_3_tx2.mat,CRW2L,2
05_CRW2L_RR_V2_channel_3_tx3.mat,CRW2L,2
05_CRW2L_RR_V2_channel_4_tx1.mat,CRW2L,2
05_CRW2L_RR_V2_channel_4_tx2.mat,CRW2L,2
05_CRW2L_RR_V2_channel_4_tx3.mat,CRW2L,2
05_CRW2L_RR_V3_channel_1_tx1.mat,CRW2L,1
05_CRW2L_RR_V3_channel_1_tx2.mat,CRW2L,2
05_CRW2L_RR_V3_channel_1_tx3.mat,CRW2L,2
05_CRW2L_RR_V3_channel_2_tx1.mat,CRW2L,1
05_CRW2L_RR_V3_channel_2_tx2.mat,CRW2L,2
05_CRW2L_RR_V3_channel_2_tx3.mat,CRW2L,2
05_CRW2L_RR_V3_channel_3_tx1.mat,CRW2L,1
05_CRW2L_RR_V3_channel_3_tx2.mat,CRW2L,2
05_CRW2L_RR_V3_channel_3_tx3.mat,CRW2L,2
05_CRW2L_RR_V3_channel_4_tx1.mat,CRW2L,1
05_CRW2L_RR_V3_channel_4_tx2.mat,CRW2L,2
05_CRW2L_RR_V3_channel_4_tx3.mat,CRW2L,2
08_CRW2L_RR_V1_channel_1_tx1.mat,CRW2L,2
08_CRW2L_RR_V1_channel_1_tx2.mat,CRW2L,2
08_CRW2L_RR_V1_channel_1_tx3.mat,CRW2L,3
08_CRW2L_RR_V1_channel_2_tx1.mat,CRW2L,2
08_CRW2L_RR_V1_channel_2_tx2.mat,CRW2L,2
08_CRW2L_RR_V1_channel_2_tx3.mat,CRW2L,3
08_CRW2L_RR_V1_channel_3_tx1.mat,CRW2L,2
08_CRW2L_RR_V1_channel_3_tx2.mat,CRW2L,2
08_CRW2L_RR_V1_channel_3_tx3.mat,CRW2L,3
08_CRW2L_RR_V1_channel_4_tx1.mat,CRW2L,2
08_CRW2L_RR_V1_channel_4_tx2.mat,CRW2L,2
08_CRW2L_RR_V1_channel_4_tx3.mat,CRW2L,3
08_CRW2L_RR_V2_channel_1_tx1.mat,CRW2L,2
08_CRW2L_RR_V2_channel_1_tx2.mat,CRW2L,2
08_CRW2L_RR_V2_channel_1_tx3.mat,CRW2L,2
08_CRW2L_RR_V2_channel_2_tx1.mat,CRW2L,2
08_CRW2L_RR_V2_channel_2_tx2.mat,CRW2L,2
08_CRW2L_RR_V2_channel_2_tx3.mat,CRW2L,2
08_CRW2L_RR_V2_channel_3_tx1.mat,CRW2L,2
08_CRW2L_RR_V2_channel_3_tx2.mat,CRW2L,2
08_CRW2L_RR_V2_channel_3_tx3.mat,CRW2L,2
08_CRW2L_RR_V2_channel_4_tx1.mat,CRW2L,2
08_CRW2L_RR_V2_channel_4_tx2.mat,CRW2L,2
08_CRW2L_RR_V2_channel_4_tx3.mat,CRW2L,2
08_CRW2L_RR_V3_channel_1_tx1.mat,CRW2L,1
08_CRW2L_RR_V3_channel_1_tx2.mat,CRW2L,2
08_CRW2L_RR_V3_channel_1_tx3.mat,CRW2L,2
08_CRW2L_RR_V3_channel_2_tx1.mat,CRW2L,1
08_CRW2L_RR_V3_channel_2_tx2.mat,CRW2L,2
08_CRW2L_RR_V3_channel_2_tx3.mat,CRW2L,2
08_CRW2L_RR_V3_channel_3_tx1.mat,CRW2L,1
08_CRW2L_RR_V3_channel_3_tx2.mat,CRW2L,2
08_CRW2L_RR_V3_channel_3_tx3.mat,CRW2L,2
08_CRW2L_RR_V3_channel_4_tx1.mat,CRW2L,1
08_CRW2L_RR_V3_channel_4_tx2.mat,CRW2L,2
08_CRW2L_RR_V3_channel_4_tx3.mat,CRW2L,2
10_CRW2L_RR_V1_channel_1_tx1.mat,CRW2L,0
10_CRW2L_RR_V1_channel_1_tx2.mat,CRW2L,0
10_CRW2L_RR_V1_channel_1_tx3.mat,CRW2L,0
10_CRW2L_RR_V1_channel_2_tx1.mat,CRW2L,0
10_CRW2L_RR_V1_channel_2_tx2.mat,CRW2L,0
10_CRW2L_RR_V1_channel_2_tx3.mat,CRW2L,0
10_CRW2L_RR_V1_channel_3_tx1.mat,CRW2L,0
10_CRW2L_RR_V1_channel_3_tx2.mat,CRW2L,0
10_CRW2L_RR_V1_channel_3_tx3.mat,CRW2L,0
10_CRW2L_RR_V1_channel_4_tx1.mat,CRW2L,0
10_CRW2L_RR_V1_channel_4_tx2.mat,CRW2L,0
10_CRW2L_RR_V1_channel_4_tx3.mat,CRW2L,0
10_CRW2L_RR_V2_channel_1_tx1.mat,CRW2L,1
10_CRW2L_RR_V2_channel_1_tx2.mat,CRW2L,0
10_CRW2L_RR_V2_channel_1_tx3.mat,CRW2L,0
10_CRW2L_RR_V2_channel_2_tx1.mat,CRW2L,1
10_CRW2L_RR_V2_channel_2_tx2.mat,CRW2L,0
10_CRW2L_RR_V2_channel_2_tx3.mat,CRW2L,0
10_CRW2L_RR_V2_channel_3_tx1.mat,CRW2L,1
10_CRW2L_RR_V2_channel_3_tx2.mat,CRW2L,0
